./cpp_clockinfo_main-RPi4B-4096MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++ . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
       132          2          3'536 0.99853700
       133         76          3'537 0.99857500
       134          3          3'538 0.99857650
       135         32          3'555 0.99859250
       136         41          3'556 0.99861300
       137          1          3'573 0.99861350
       138         68          3'574 0.99864750
       139          7          3'575 0.99865100
       140         33          3'592 0.99866750
       141         42          3'593 0.99868850
       142          5          3'610 0.99869100
       143         58          3'611 0.99872000
       144          7          3'612 0.99872350
       145         30          3'629 0.99873850
       146         36          3'630 0.99875650
       147         63          3'648 0.99878800
       148          6          3'649 0.99879100
       149         19          3'666 0.99880050
       150         38          3'667 0.99881950
       151         64          3'685 0.99885150
       152          9          3'686 0.99885600
       153         28          3'703 0.99887000
       154         46          3'704 0.99889300
       155         60          3'722 0.99892300
       156         10          3'723 0.99892800
       157         19          3'740 0.99893750
       158         51          3'741 0.99896300
       159         66          3'759 0.99899600
       160         13          3'760 0.99900250
       161         25          3'777 0.99901500
       162         36          3'778 0.99903300
       163         52          3'796 0.99905900
       164         19          3'797 0.99906850
       165         12          3'814 0.99907450
       166         40          3'815 0.99909450
       167         40          3'833 0.99911450
       168         10          3'834 0.99911950
       169         10          3'851 0.99912450
       170         48          3'852 0.99914850
       171         38          3'870 0.99916750
       172         18          3'871 0.99917650
       173         10          3'888 0.99918150
       174         43          3'889 0.99920300
       175         31          3'907 0.99921850
       176         22          3'908 0.99922950
       177          3          3'925 0.99923100
       178         56          3'926 0.99925900
       179         36          3'944 0.99927700
       180         19          3'945 0.99928650
       181          5          3'962 0.99928900
       182         46          3'963 0.99931200
       183         26          3'981 0.99932500
       184         16          3'982 0.99933300
       185          1          3'999 0.99933350
       186         41          4'000 0.99935400
       187          2          4'001 0.99935500
       188         24          4'018 0.99936700
       189         18          4'019 0.99937600
       190          3          4'036 0.99937750
       191         28          4'037 0.99939150
       192          1          4'038 0.99939200
       193         27          4'055 0.99940550
       194         27          4'056 0.99941900
       195          2          4'073 0.99942000
       196         34          4'074 0.99943700
       197          2          4'075 0.99943800
       198         24          4'092 0.99945000
       199         18          4'093 0.99945900
       200          1          4'110 0.99945950
       201         37          4'111 0.99947800
       202          7          4'112 0.99948150
       203         15          4'129 0.99948900
       204         26          4'130 0.99950200
       205          1          4'147 0.99950250
       206         28          4'148 0.99951650
       207          2          4'149 0.99951750
       208         12          4'166 0.99952350
       209         24          4'167 0.99953550
       210         35          4'185 0.99955300
       211          5          4'186 0.99955550
       212         12          4'203 0.99956150
       213         20          4'204 0.99957150
       214         23          4'222 0.99958300
       215          6          4'223 0.99958600
       216         12          4'240 0.99959200
       217         22          4'241 0.99960300
       218         33          4'259 0.99961950
       219          7          4'260 0.99962300
       220          7          4'277 0.99962650
       221         16          4'278 0.99963450
       222         20          4'296 0.99964450
       223          8          4'297 0.99964850
       224          5          4'314 0.99965100
       225         24          4'315 0.99966300
       226         16          4'333 0.99967100
       227          8          4'334 0.99967500
       228          8          4'351 0.99967900
       229         21          4'352 0.99968950
       230         13          4'370 0.99969600
       231         11          4'371 0.99970150
       232          2          4'388 0.99970250
       233         27          4'389 0.99971600
       234         18          4'407 0.99972500
       235         10          4'408 0.99973000
       236          3          4'425 0.99973150
       237         16          4'426 0.99973950
       238         14          4'444 0.99974650
       239          9          4'445 0.99975100
       240          1          4'462 0.99975150
       241         27          4'463 0.99976500
       242         10          4'481 0.99977000
       243         13          4'482 0.99977650
       244         28          4'500 0.99979050
       245          8          4'518 0.99979450
       246          7          4'519 0.99979800
       247          1          4'536 0.99979850
       248         18          4'537 0.99980750
       249          7          4'555 0.99981100
       250          5          4'556 0.99981350
       251         11          4'574 0.99981900
       252          1          4'575 0.99981950
       253          6          4'592 0.99982250
       254          8          4'593 0.99982650
       255         15          4'611 0.99983400
       256          2          4'612 0.99983500
       257          8          4'629 0.99983900
       258          6          4'630 0.99984200
       259         11          4'648 0.99984750
       260          2          4'649 0.99984850
       261          7          4'666 0.99985200
       262          6          4'667 0.99985500
       263         15          4'685 0.99986250
       264          4          4'703 0.99986450
       265          9          4'704 0.99986900
       266          1          4'722 0.99986950
       267          1          4'723 0.99987000
       268          1          4'740 0.99987050
       269          4          4'741 0.99987250
       270          7          4'759 0.99987600
       271          1          4'777 0.99987650
       272          4          4'778 0.99987850
       273          9          4'796 0.99988300
       274          1          4'797 0.99988350
       275          1          4'814 0.99988400
       276          5          4'815 0.99988650
       277          5          4'833 0.99988900
       278          1          4'834 0.99988950
       279          1          4'851 0.99989000
       280          5          4'852 0.99989250
       281          2          4'870 0.99989350
       282          2          4'871 0.99989450
       283          3          4'889 0.99989600
       284          4          4'907 0.99989800
       285          2          4'908 0.99989900
       286          4          4'926 0.99990100
       287          3          4'944 0.99990250
       288          1          4'945 0.99990300
       289          4          4'963 0.99990500
       290          3          5'000 0.99990650
       291          1          5'001 0.99990700
       292          1          5'018 0.99990750
       293          1          5'019 0.99990800
       294          3          5'037 0.99990950
       295          1          5'055 0.99991000
       296          3          5'056 0.99991150
       297          1          5'074 0.99991200
       298          1          5'093 0.99991250
       299          1          5'110 0.99991300
       300          2          5'111 0.99991400
       301          3          5'129 0.99991550
       302          3          5'130 0.99991700
       303          1          5'148 0.99991750
       304          1          5'166 0.99991800
       305          2          5'167 0.99991900
       306          1          5'185 0.99991950
       307          1          5'186 0.99992000
       308          1          5'222 0.99992050
       309          1          5'241 0.99992100
       310          1          5'259 0.99992150
       311          1          5'333 0.99992200
       312          1          5'334 0.99992250
       313          2          5'370 0.99992350
       314          2          5'389 0.99992450
       315          1          5'407 0.99992500
       316          1          5'445 0.99992550
       317          1          5'463 0.99992600
       318          1          5'482 0.99992650
       319          1          5'518 0.99992700
       320          1          5'574 0.99992750
       321          3          5'611 0.99992900
       322          1          5'666 0.99992950
       323          1          5'685 0.99993000
       324          1          5'703 0.99993050
       325          1          5'741 0.99993100
       326          2          5'852 0.99993200
       327          2          5'888 0.99993300
       328          3          5'944 0.99993450
       329          1          5'963 0.99993500
       330          1          6'000 0.99993550
       331          1          6'092 0.99993600
       332          1          6'148 0.99993650
       333          1          6'149 0.99993700
       334          1          6'277 0.99993750
       335          1          6'314 0.99993800
       336          1          6'371 0.99993850
       337          1          6'445 0.99993900
       338          1          6'574 0.99993950
       339          1          6'722 0.99994000
       340          1          6'796 0.99994050
       341          1          7'056 0.99994100
       342          1          7'352 0.99994150
       343          1          7'371 0.99994200
       344          1          7'592 0.99994250
       345          1          9'555 0.99994300
       346          1          9'907 0.99994350
       347          1         10'148 0.99994400
       348          1         10'167 0.99994450
       349          1         10'185 0.99994500
       350          1         10'186 0.99994550
       351          1         10'222 0.99994600
       352          1         10'241 0.99994650
       353          2         10'277 0.99994750
       354          1         10'278 0.99994800
       355          3         10'296 0.99994950
       356          1         10'333 0.99995000
       357          1         10'352 0.99995050
       358          1         10'407 0.99995100
       359          4         10'444 0.99995300
       360          2         10'463 0.99995400
       361          2         10'519 0.99995500
       362          2         10'574 0.99995600
       363          1         10'592 0.99995650
       364          2         10'611 0.99995750
       365          1         10'685 0.99995800
       366          1         10'703 0.99995850
       367          2         10'759 0.99995950
       368          1         10'778 0.99996000
       369          2         10'796 0.99996100
       370          1         10'815 0.99996150
       371          2         10'852 0.99996250
       372          1         10'889 0.99996300
       373          1         10'907 0.99996350
       374          1         10'926 0.99996400
       375          3         10'963 0.99996550
       376          1         10'982 0.99996600
       377          2         11'018 0.99996700
       378          1         11'037 0.99996750
       379          1         11'055 0.99996800
       380          1         11'056 0.99996850
       381          2         11'074 0.99996950
       382          1         11'092 0.99997000
       383          2         11'111 0.99997100
       384          3         11'129 0.99997250
       385          1         11'130 0.99997300
       386          2         11'148 0.99997400
       387          1         11'167 0.99997450
       388          2         11'185 0.99997550
       389          1         11'204 0.99997600
       390          1         11'222 0.99997650
       391          1         11'240 0.99997700
       392          1         11'241 0.99997750
       393          2         11'259 0.99997850
       394          1         11'260 0.99997900
       395          2         11'315 0.99998000
       396          1         11'352 0.99998050
       397          1         11'371 0.99998100
       398          1         11'388 0.99998150
       399          4         11'407 0.99998350
       400          1         11'408 0.99998400
       401          1         11'426 0.99998450
       402          1         11'445 0.99998500
       403          2         11'463 0.99998600
       404          1         11'499 0.99998650
       405          1         11'500 0.99998700
       406          1         11'518 0.99998750
       407          1         11'537 0.99998800
       408          1         11'574 0.99998850
       409          1         11'593 0.99998900
       410          1         11'629 0.99998950
       411          4         11'630 0.99999150
       412          1         11'666 0.99999200
       413          1         11'759 0.99999250
       414          1         11'778 0.99999300
       415          3         11'815 0.99999450
       416          1         11'871 0.99999500
       417          1         11'982 0.99999550
       418          1         12'074 0.99999600
       419          1         12'203 0.99999650
       420          1         12'222 0.99999700
       421          1         12'277 0.99999750
       422          1         12'519 0.99999800
       423          1         12'778 0.99999850
       424          1         13'018 0.99999900
       425          1         13'388 0.99999950
       426          1         13'574 1.00000000

Other threads (parallel, if any):

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :         40'499 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :         43'407 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :         43'925 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        133'406 ns
(with min duration still included)


Overall:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 10'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        133'406 ns
(with min duration still included)

