./cpp_clockinfo_main-RPi4B-8192MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++-cpulockdown . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
        72         11          3'204 0.99807400
        73          6          3'222 0.99807700
        74          1          3'240 0.99807750
        75         10          3'241 0.99808250
        76          8          3'259 0.99808650
        77          3          3'260 0.99808800
        78          2          3'277 0.99808900
        79         12          3'278 0.99809500
        80         11          3'296 0.99810050
        81          6          3'297 0.99810350
        82          4          3'314 0.99810550
        83         17          3'315 0.99811400
        84         17          3'333 0.99812250
        85          6          3'334 0.99812550
        86          1          3'351 0.99812600
        87         21          3'352 0.99813650
        88         20          3'370 0.99814650
        89          6          3'371 0.99814950
        90          6          3'388 0.99815250
        91         26          3'389 0.99816550
        92         22          3'407 0.99817650
        93          5          3'408 0.99817900
        94          6          3'425 0.99818200
        95         23          3'426 0.99819350
        96         21          3'444 0.99820400
        97         15          3'445 0.99821150
        98          3          3'462 0.99821300
        99         27          3'463 0.99822650
       100         23          3'481 0.99823800
       101         18          3'482 0.99824700
       102          1          3'499 0.99824750
       103         27          3'500 0.99826100
       104         12          3'518 0.99826700
       105         23          3'519 0.99827850
       106          1          3'536 0.99827900
       107         36          3'537 0.99829700
       108          3          3'538 0.99829850
       109         24          3'555 0.99831050
       110         22          3'556 0.99832150
       111         37          3'574 0.99834000
       112          2          3'575 0.99834100
       113         21          3'592 0.99835150
       114         26          3'593 0.99836450
       115          3          3'610 0.99836600
       116         31          3'611 0.99838150
       117          3          3'612 0.99838300
       118         18          3'629 0.99839200
       119         31          3'630 0.99840750
       120         51          3'648 0.99843300
       121          6          3'649 0.99843600
       122         17          3'666 0.99844450
       123         37          3'667 0.99846300
       124         39          3'685 0.99848250
       125         11          3'686 0.99848800
       126         20          3'703 0.99849800
       127         39          3'704 0.99851750
       128         51          3'722 0.99854300
       129          9          3'723 0.99854750
       130         20          3'740 0.99855750
       131         52          3'741 0.99858350
       132         45          3'759 0.99860600
       133         18          3'760 0.99861500
       134         18          3'777 0.99862400
       135         47          3'778 0.99864750
       136         50          3'796 0.99867250
       137         16          3'797 0.99868050
       138         20          3'814 0.99869050
       139         42          3'815 0.99871150
       140         40          3'833 0.99873150
       141         19          3'834 0.99874100
       142         14          3'851 0.99874800
       143         63          3'852 0.99877950
       144         48          3'870 0.99880350
       145         24          3'871 0.99881550
       146         12          3'888 0.99882150
       147         71          3'889 0.99885700
       148         54          3'907 0.99888400
       149         27          3'908 0.99889750
       150         11          3'925 0.99890300
       151         54          3'926 0.99893000
       152         42          3'944 0.99895100
       153         27          3'945 0.99896450
       154          6          3'962 0.99896750
       155         72          3'963 0.99900350
       156         37          3'981 0.99902200
       157         33          3'982 0.99903850
       158          4          3'999 0.99904050
       159         58          4'000 0.99906950
       160          1          4'001 0.99907000
       161         46          4'018 0.99909300
       162         39          4'019 0.99911250
       163          4          4'036 0.99911450
       164         66          4'037 0.99914750
       165          2          4'038 0.99914850
       166         39          4'055 0.99916800
       167         30          4'056 0.99918300
       168          3          4'073 0.99918450
       169         62          4'074 0.99921550
       170          2          4'075 0.99921650
       171         28          4'092 0.99923050
       172         40          4'093 0.99925050
       173          2          4'110 0.99925150
       174         64          4'111 0.99928350
       175          5          4'112 0.99928600
       176         24          4'129 0.99929800
       177         26          4'130 0.99931100
       178          1          4'147 0.99931150
       179         51          4'148 0.99933700
       180          7          4'149 0.99934050
       181         22          4'166 0.99935150
       182         29          4'167 0.99936600
       183         41          4'185 0.99938650
       184          8          4'186 0.99939050
       185         23          4'203 0.99940200
       186         37          4'204 0.99942050
       187         43          4'222 0.99944200
       188          3          4'223 0.99944350
       189         14          4'240 0.99945050
       190         34          4'241 0.99946750
       191         32          4'259 0.99948350
       192          6          4'260 0.99948650
       193          9          4'277 0.99949100
       194         28          4'278 0.99950500
       195         29          4'296 0.99951950
       196         10          4'297 0.99952450
       197          8          4'314 0.99952850
       198         26          4'315 0.99954150
       199         29          4'333 0.99955600
       200         15          4'334 0.99956350
       201         12          4'351 0.99956950
       202         31          4'352 0.99958500
       203         20          4'370 0.99959500
       204         15          4'371 0.99960250
       205          8          4'388 0.99960650
       206         20          4'389 0.99961650
       207         21          4'407 0.99962700
       208          9          4'408 0.99963150
       209          5          4'425 0.99963400
       210         28          4'426 0.99964800
       211         23          4'444 0.99965950
       212          9          4'445 0.99966400
       213          2          4'462 0.99966500
       214         25          4'463 0.99967750
       215          1          4'464 0.99967800
       216         10          4'481 0.99968300
       217         12          4'482 0.99968900
       218         19          4'500 0.99969850
       219          1          4'501 0.99969900
       220         19          4'518 0.99970850
       221         15          4'519 0.99971600
       222          2          4'536 0.99971700
       223         28          4'537 0.99973100
       224         16          4'555 0.99973900
       225         14          4'556 0.99974600
       226         13          4'574 0.99975250
       227          1          4'575 0.99975300
       228         10          4'592 0.99975800
       229         12          4'593 0.99976400
       230         23          4'611 0.99977550
       231          3          4'612 0.99977700
       232          8          4'629 0.99978100
       233         20          4'630 0.99979100
       234         28          4'648 0.99980500
       235          2          4'649 0.99980600
       236          7          4'666 0.99980950
       237         15          4'667 0.99981700
       238         19          4'685 0.99982650
       239          4          4'686 0.99982850
       240          7          4'703 0.99983200
       241         11          4'704 0.99983750
       242         14          4'722 0.99984450
       243          4          4'723 0.99984650
       244         10          4'740 0.99985150
       245         14          4'741 0.99985850
       246         13          4'759 0.99986500
       247          3          4'760 0.99986650
       248          8          4'777 0.99987050
       249          6          4'778 0.99987350
       250          7          4'796 0.99987700
       251          5          4'814 0.99987950
       252          9          4'815 0.99988400
       253          5          4'833 0.99988650
       254          5          4'834 0.99988900
       255          5          4'851 0.99989150
       256         13          4'852 0.99989800
       257          8          4'870 0.99990200
       258          6          4'871 0.99990500
       259          3          4'888 0.99990650
       260          7          4'889 0.99991000
       261         10          4'907 0.99991500
       262          3          4'908 0.99991650
       263          2          4'925 0.99991750
       264          6          4'926 0.99992050
       265          5          4'944 0.99992300
       266          4          4'945 0.99992500
       267          1          4'962 0.99992550
       268          6          4'963 0.99992850
       269          4          4'981 0.99993050
       270          4          4'982 0.99993250
       271          7          5'000 0.99993600
       272          1          5'001 0.99993650
       273          5          5'018 0.99993900
       274          2          5'019 0.99994000
       275          1          5'036 0.99994050
       276          2          5'037 0.99994150
       277          3          5'055 0.99994300
       278          3          5'056 0.99994450
       279          5          5'074 0.99994700
       280          3          5'092 0.99994850
       281          2          5'093 0.99994950
       282          3          5'111 0.99995100
       283          2          5'129 0.99995200
       284          2          5'130 0.99995300
       285          7          5'148 0.99995650
       286          1          5'166 0.99995700
       287          4          5'167 0.99995900
       288          3          5'185 0.99996050
       289          1          5'186 0.99996100
       290          1          5'203 0.99996150
       291          4          5'204 0.99996350
       292          4          5'222 0.99996550
       293          2          5'241 0.99996650
       294          2          5'259 0.99996750
       295          1          5'277 0.99996800
       296          1          5'278 0.99996850
       297          1          5'296 0.99996900
       298          1          5'297 0.99996950
       299          1          5'315 0.99997000
       300          1          5'351 0.99997050
       301          1          5'352 0.99997100
       302          3          5'370 0.99997250
       303          1          5'371 0.99997300
       304          1          5'389 0.99997350
       305          1          5'426 0.99997400
       306          1          5'463 0.99997450
       307          1          5'481 0.99997500
       308          1          5'482 0.99997550
       309          1          5'500 0.99997600
       310          1          5'519 0.99997650
       311          1          5'537 0.99997700
       312          1          5'556 0.99997750
       313          1          5'629 0.99997800
       314          1          5'630 0.99997850
       315          2          5'666 0.99997950
       316          1          5'703 0.99998000
       317          1          5'760 0.99998050
       318          1          5'944 0.99998100
       319          1          5'982 0.99998150
       320          1          6'000 0.99998200
       321          1          6'037 0.99998250
       322          1          6'055 0.99998300
       323          1          6'111 0.99998350
       324          1          6'352 0.99998400
       325          1          6'389 0.99998450
       326          1          6'426 0.99998500
       327          1          6'500 0.99998550
       328          1          6'555 0.99998600
       329          1          6'685 0.99998650
       330          1          6'796 0.99998700
       331          1          6'888 0.99998750
       332          1          6'889 0.99998800
       333          1          6'982 0.99998850
       334          1          7'000 0.99998900
       335          1          7'185 0.99998950
       336          1          7'222 0.99999000
       337          1          7'296 0.99999050
       338          1          7'722 0.99999100
       339          1          8'185 0.99999150
       340          1          8'241 0.99999200
       341          1          8'370 0.99999250
       342          1          8'463 0.99999300
       343          1          8'704 0.99999350
       344          1          9'019 0.99999400
       345          1          9'334 0.99999450
       346          1          9'518 0.99999500
       347          1          9'648 0.99999550
       348          1         10'204 0.99999600
       349          1         18'963 0.99999650
       350          1         45'703 0.99999700
       351          1         45'963 0.99999750
       352          1         50'295 0.99999800
       353          1         52'388 0.99999850
       354          1         52'444 0.99999900
       355          1         52'703 0.99999950
       356          1         55'314 1.00000000

Other threads (parallel, if any):

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        155'738 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        181'535 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        123'610 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        176'442 ns
(with min duration still included)


Overall:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 10'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :        181'535 ns
(with min duration still included)

