./cpp_clockinfo_main-RPi4B-3072MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++ . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
       206          5          5'296 0.99828850
       207          1          5'297 0.99828900
       208          2          5'314 0.99829000
       209          9          5'315 0.99829450
       210         16          5'333 0.99830250
       211          2          5'334 0.99830350
       212          4          5'351 0.99830550
       213         13          5'352 0.99831200
       214         13          5'370 0.99831850
       215          4          5'371 0.99832050
       216          2          5'388 0.99832150
       217          6          5'389 0.99832450
       218          9          5'407 0.99832900
       219          4          5'408 0.99833100
       220          2          5'425 0.99833200
       221         12          5'426 0.99833800
       222          6          5'444 0.99834100
       223          7          5'445 0.99834450
       224          2          5'462 0.99834550
       225         10          5'463 0.99835050
       226          9          5'481 0.99835500
       227         11          5'482 0.99836050
       228          9          5'500 0.99836500
       229          8          5'518 0.99836900
       230          7          5'519 0.99837250
       231         11          5'537 0.99837800
       232          5          5'555 0.99838050
       233          3          5'556 0.99838200
       234         20          5'574 0.99839200
       235          5          5'592 0.99839450
       236         15          5'593 0.99840200
       237         19          5'611 0.99841150
       238          4          5'612 0.99841350
       239          9          5'629 0.99841800
       240         12          5'630 0.99842400
       241         20          5'648 0.99843400
       242          2          5'649 0.99843500
       243          8          5'666 0.99843900
       244         20          5'667 0.99844900
       245         19          5'685 0.99845850
       246          2          5'686 0.99845950
       247         14          5'703 0.99846650
       248         20          5'704 0.99847650
       249         18          5'722 0.99848550
       250          6          5'723 0.99848850
       251         12          5'740 0.99849450
       252         15          5'741 0.99850200
       253         19          5'759 0.99851150
       254          6          5'760 0.99851450
       255         12          5'777 0.99852050
       256         16          5'778 0.99852850
       257         27          5'796 0.99854200
       258         10          5'797 0.99854700
       259          8          5'814 0.99855100
       260         25          5'815 0.99856350
       261         14          5'833 0.99857050
       262          9          5'834 0.99857500
       263         11          5'851 0.99858050
       264         20          5'852 0.99859050
       265         26          5'870 0.99860350
       266         10          5'871 0.99860850
       267          4          5'888 0.99861050
       268         34          5'889 0.99862750
       269         23          5'907 0.99863900
       270         14          5'908 0.99864600
       271          7          5'925 0.99864950
       272         27          5'926 0.99866300
       273         32          5'944 0.99867900
       274         17          5'945 0.99868750
       275          3          5'962 0.99868900
       276         43          5'963 0.99871050
       277         28          5'981 0.99872450
       278         10          5'982 0.99872950
       279          5          5'999 0.99873200
       280         27          6'000 0.99874550
       281          1          6'001 0.99874600
       282         22          6'018 0.99875700
       283         17          6'019 0.99876550
       284          2          6'036 0.99876650
       285         45          6'037 0.99878900
       286          3          6'038 0.99879050
       287         22          6'055 0.99880150
       288         28          6'056 0.99881550
       289          4          6'073 0.99881750
       290         38          6'074 0.99883650
       291          1          6'075 0.99883700
       292         27          6'092 0.99885050
       293         24          6'093 0.99886250
       294          2          6'110 0.99886350
       295         44          6'111 0.99888550
       296          5          6'112 0.99888800
       297         20          6'129 0.99889800
       298         27          6'130 0.99891150
       299          1          6'147 0.99891200
       300         42          6'148 0.99893300
       301          6          6'149 0.99893600
       302         18          6'166 0.99894500
       303         26          6'167 0.99895800
       304          1          6'184 0.99895850
       305         48          6'185 0.99898250
       306          5          6'186 0.99898500
       307         13          6'203 0.99899150
       308         34          6'204 0.99900850
       309          1          6'221 0.99900900
       310         40          6'222 0.99902900
       311          4          6'223 0.99903100
       312         13          6'240 0.99903750
       313         25          6'241 0.99905000
       314          1          6'258 0.99905050
       315         34          6'259 0.99906750
       316         10          6'260 0.99907250
       317         12          6'277 0.99907850
       318         40          6'278 0.99909850
       319         33          6'296 0.99911500
       320          5          6'297 0.99911750
       321         20          6'314 0.99912750
       322         36          6'315 0.99914550
       323         42          6'333 0.99916650
       324         11          6'334 0.99917200
       325          9          6'351 0.99917650
       326         34          6'352 0.99919350
       327         30          6'370 0.99920850
       328         13          6'371 0.99921500
       329         11          6'388 0.99922050
       330         43          6'389 0.99924200
       331         37          6'407 0.99926050
       332         10          6'408 0.99926550
       333          9          6'425 0.99927000
       334         32          6'426 0.99928600
       335         26          6'444 0.99929900
       336         18          6'445 0.99930800
       337          2          6'462 0.99930900
       338         46          6'463 0.99933200
       339         25          6'481 0.99934450
       340         10          6'482 0.99934950
       341          4          6'499 0.99935150
       342         33          6'500 0.99936800
       343         23          6'518 0.99937950
       344         19          6'519 0.99938900
       345          4          6'536 0.99939100
       346         38          6'537 0.99941000
       347         24          6'555 0.99942200
       348         17          6'556 0.99943050
       349          2          6'573 0.99943150
       350         37          6'574 0.99945000
       351         19          6'592 0.99945950
       352         18          6'593 0.99946850
       353         42          6'611 0.99948950
       354          2          6'612 0.99949050
       355         25          6'629 0.99950300
       356         22          6'630 0.99951400
       357         32          6'648 0.99953000
       358          1          6'649 0.99953050
       359         17          6'666 0.99953900
       360         30          6'667 0.99955400
       361         39          6'685 0.99957350
       362          2          6'686 0.99957450
       363          8          6'703 0.99957850
       364         20          6'704 0.99958850
       365         23          6'722 0.99960000
       366          3          6'723 0.99960150
       367         16          6'740 0.99960950
       368         19          6'741 0.99961900
       369         32          6'759 0.99963500
       370          1          6'760 0.99963550
       371         13          6'777 0.99964200
       372         19          6'778 0.99965150
       373         28          6'796 0.99966550
       374          7          6'797 0.99966900
       375          3          6'814 0.99967050
       376         25          6'815 0.99968300
       377         20          6'833 0.99969300
       378          6          6'834 0.99969600
       379          5          6'851 0.99969850
       380         14          6'852 0.99970550
       381         19          6'870 0.99971500
       382          9          6'871 0.99971950
       383          9          6'888 0.99972400
       384         25          6'889 0.99973650
       385         19          6'907 0.99974600
       386          9          6'908 0.99975050
       387          1          6'925 0.99975100
       388         24          6'926 0.99976300
       389         19          6'944 0.99977250
       390          6          6'945 0.99977550
       391          4          6'962 0.99977750
       392         17          6'963 0.99978600
       393         15          6'981 0.99979350
       394          6          6'982 0.99979650
       395          3          6'999 0.99979800
       396         13          7'000 0.99980450
       397          9          7'018 0.99980900
       398          7          7'019 0.99981250
       399          4          7'036 0.99981450
       400         17          7'037 0.99982300
       401         13          7'055 0.99982950
       402          4          7'056 0.99983150
       403          3          7'073 0.99983300
       404         20          7'074 0.99984300
       405          1          7'075 0.99984350
       406          5          7'092 0.99984600
       407          6          7'093 0.99984900
       408          8          7'111 0.99985300
       409          6          7'129 0.99985600
       410          9          7'130 0.99986050
       411          1          7'147 0.99986100
       412         18          7'148 0.99987000
       413          3          7'149 0.99987150
       414          5          7'166 0.99987400
       415          5          7'167 0.99987650
       416         13          7'185 0.99988300
       417          1          7'186 0.99988350
       418          1          7'203 0.99988400
       419          3          7'204 0.99988550
       420         10          7'222 0.99989050
       421          5          7'240 0.99989300
       422          6          7'241 0.99989600
       423          9          7'259 0.99990050
       424          2          7'260 0.99990150
       425          3          7'277 0.99990300
       426          6          7'278 0.99990600
       427          5          7'296 0.99990850
       428          1          7'297 0.99990900
       429          2          7'315 0.99991000
       430         15          7'333 0.99991750
       431          1          7'334 0.99991800
       432          2          7'351 0.99991900
       433          4          7'352 0.99992100
       434          2          7'370 0.99992200
       435          2          7'371 0.99992300
       436          1          7'388 0.99992350
       437          3          7'389 0.99992500
       438          4          7'407 0.99992700
       439          3          7'408 0.99992850
       440          6          7'426 0.99993150
       441          7          7'444 0.99993500
       442          1          7'445 0.99993550
       443          8          7'463 0.99993950
       444          1          7'481 0.99994000
       445          1          7'482 0.99994050
       446          1          7'499 0.99994100
       447          3          7'500 0.99994250
       448          3          7'518 0.99994400
       449          3          7'519 0.99994550
       450          3          7'537 0.99994700
       451          1          7'556 0.99994750
       452          4          7'574 0.99994950
       453          1          7'592 0.99995000
       454          3          7'593 0.99995150
       455          2          7'611 0.99995250
       456          2          7'629 0.99995350
       457          3          7'630 0.99995500
       458          1          7'648 0.99995550
       459          1          7'685 0.99995600
       460          3          7'703 0.99995750
       461          3          7'704 0.99995900
       462          1          7'722 0.99995950
       463          1          7'740 0.99996000
       464          5          7'741 0.99996250
       465          1          7'759 0.99996300
       466          1          7'777 0.99996350
       467          2          7'778 0.99996450
       468          2          7'796 0.99996550
       469          1          7'815 0.99996600
       470          2          7'833 0.99996700
       471          1          7'852 0.99996750
       472          1          7'870 0.99996800
       473          1          7'889 0.99996850
       474          1          8'000 0.99996900
       475          1          8'018 0.99996950
       476          5          8'037 0.99997200
       477          1          8'056 0.99997250
       478          1          8'111 0.99997300
       479          1          8'130 0.99997350
       480          1          8'186 0.99997400
       481          1          8'203 0.99997450
       482          1          8'222 0.99997500
       483          1          8'260 0.99997550
       484          1          8'333 0.99997600
       485          1          8'352 0.99997650
       486          1          8'389 0.99997700
       487          1          8'426 0.99997750
       488          1          8'463 0.99997800
       489          1          8'482 0.99997850
       490          1          8'499 0.99997900
       491          2          8'518 0.99998000
       492          1          8'536 0.99998050
       493          1          8'555 0.99998100
       494          1          8'574 0.99998150
       495          1          8'852 0.99998200
       496          1          8'889 0.99998250
       497          1          8'945 0.99998300
       498          1          8'981 0.99998350
       499          1          9'240 0.99998400
       500          1          9'278 0.99998450
       501          1          9'297 0.99998500
       502          1          9'408 0.99998550
       503          1          9'444 0.99998600
       504          1          9'611 0.99998650
       505          1          9'667 0.99998700
       506          1          9'796 0.99998750
       507          1         10'074 0.99998800
       508          1         10'129 0.99998850
       509          1         10'184 0.99998900
       510          1         10'185 0.99998950
       511          1         10'481 0.99999000
       512          1         10'815 0.99999050
       513          1         11'110 0.99999100
       514          1         11'166 0.99999150
       515          2         11'315 0.99999250
       516          1         11'592 0.99999300
       517          1         11'907 0.99999350
       518          1         12'111 0.99999400
       519          1         12'222 0.99999450
       520          1         12'370 0.99999500
       521          1         13'111 0.99999550
       522          1         13'148 0.99999600
       523          1         15'333 0.99999650
       524          1         65'925 0.99999700
       525          1         69'221 0.99999750
       526          1         72'018 0.99999800
       527          1         73'944 0.99999850
       528          1         74'073 0.99999900
       529          1         76'536 0.99999950
       530          1         76'888 1.00000000

Other threads (parallel, if any):

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          3'700 ns
(with min duration still included)

target with min duration subtracted  :          3'645 ns

Other information for reference:

small scale duration variability     :             37 ns

largest observed duration            :        180'960 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          3'700 ns
(with min duration still included)

target with min duration subtracted  :          3'645 ns

Other information for reference:

small scale duration variability     :             37 ns

largest observed duration            :        269'533 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          3'700 ns
(with min duration still included)

target with min duration subtracted  :          3'645 ns

Other information for reference:

small scale duration variability     :             37 ns

largest observed duration            :        205'293 ns
(with min duration still included)


Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          3'700 ns
(with min duration still included)

target with min duration subtracted  :          3'645 ns

Other information for reference:

small scale duration variability     :             37 ns

largest observed duration            :        248'571 ns
(with min duration still included)


Overall:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 10'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          3'700 ns
(with min duration still included)

target with min duration subtracted  :          3'645 ns

Other information for reference:

small scale duration variability     :             37 ns

largest observed duration            :        269'533 ns
(with min duration still included)

